104,146
102,162
99,183
96,205
94,222
90,235
90,240
90,242
91,239
91,239

146,134
150,151
153,169
157,186
161,205
166,222
169,234
172,243
174,246
174,247

98,190
92,210
88,229
85,247
84,267
81,284
78,298
77,309
76,317
75,319

61,322
60,335
60,351
60,378
63,404
65,427
66,443
66,457
66,464
66,467

175,290
175,306
176,328
174,356
174,380
174,394
174,397
174,398
175,393
178,387

222,270
226,288
230,310
236,329
241,346
247,363
251,374
254,380
254,382
256,376

310,262
314,275
318,295
323,321
327,347
332,368
336,383
338,389
338,389
339,378

391,235
392,251
392,273
390,301
393,327
398,350
402,363
404,368
406,356
410,338

422,239
425,267
430,294
434,313
438,326
442,338
446,345
449,350
450,350
449,346

410,217
414,234
418,251
422,270
426,287
430,304
434,315
435,318
435,318
435,318

438,142
434,158
429,179
423,212
414,242
412,266
411,280
411,284
411,284
409,274

378,175
374,196
369,221
364,255
362,287
362,321
366,344
370,357
370,358
369,343

335,207
326,232
320,255
316,282
311,308
308,330
308,348
312,359
313,363
311,353

278,206
273,231
270,255
266,270
264,284
264,295
264,302
264,306
262,294
262,294

268,163
262,187
258,211
257,234
257,255
258,270
259,278
259,279
262,272
263,267

322,82
322,112
322,136
320,158
318,177
318,191
318,198
319,201
320,201
322,193

406,72
403,96
402,118
402,142
404,164
406,180
409,192
410,194
410,187
413,170

445,59
448,82
449,102
449,125
449,145
446,165
442,182
438,195
438,200
437,201

277,60
277,82
276,110
276,137
276,157
276,173
275,185
272,193
272,195
271,195

176,49
176,71
177,98
178,125
178,145
177,157
176,163
175,166
175,169
175,170

76,57
79,73
80,97
83,126
88,152
92,179
95,197
96,203
97,204
96,194

46,57
42,72
38,90
33,115
30,138
26,160
23,184
20,202
19,213
18,214

37,250
40,270
45,298
48,319
50,333
50,340
50,344
50,346
50,348
50,348

57,357
57,372
57,393
57,414
58,431
58,444
58,451
58,455
58,457
58,457

118,146
118,166
114,188
110,214
105,239
100,275
98,314
96,335
94,348
94,350

233,118
239,145
248,175
250,206
250,233
251,254
253,272
255,288
257,304
257,315

336,118
333,139
329,160
324,182
320,210
315,233
311,249
308,263
307,270
307,274

262,134
260,158
260,190
258,222
255,250
254,276
254,301
254,321
253,333
252,342

300,163
300,190
298,230
298,269
300,294
304,310
307,321
310,329
310,334
311,336

376,206
374,228
375,266
378,294
382,310
385,329
387,344
388,356
389,358
389,359

429,264
428,279
430,303
436,343
438,383
438,417
441,438
444,454
446,458
446,456

374,258
373,282
370,314
366,340
362,358
358,377
354,392
353,402
353,404
354,396

382,216
379,231
376,247
373,264
373,282
373,300
372,310
372,314
372,318
372,318

348,118
351,138
356,166
362,210
364,238
365,257
365,263
366,259
370,246
381,224

206,175
210,196
210,222
213,249
218,291
232,343
241,385
244,406
247,417
249,419

144,190
141,209
134,234
122,263
118,283
114,304
110,323
106,341
102,358
98,375

218,181
222,213
231,253
239,299
246,346
249,380
249,406
252,424
254,431
258,414

333,198
341,215
346,237
348,263
346,289
346,310
346,327
349,342
350,355
350,364

287,148
283,163
280,183
278,210
277,238
277,264
276,283
276,302
274,319
270,337

180,166
181,193
181,233
175,274
171,307
170,327
170,341
170,346
170,347
171,348

238,190
238,202
238,218
241,242
244,269
244,296
247,322
249,341
249,358
249,373

120,158
121,186
123,218
122,250
120,282
119,308
119,330
116,354
114,374
112,382

238,170
239,194
234,232
230,273
229,302
226,324
226,341
226,349
227,351
227,351

249,152
251,185
251,222
247,270
241,330
232,377
225,403
221,420
220,422
218,409

145,178
149,205
150,240
149,295
147,345
148,384
146,409
145,422
145,427
145,426

234,158
237,192
237,227
237,269
232,304
226,348
223,388
224,414
225,425
225,425

346,135
348,163
348,190
345,218
340,258
341,287
346,314
352,333
355,347
357,353

392,113
397,138
400,178
405,226
409,272
413,310
413,334
414,358
414,370
414,376

436,110
439,136
445,178
456,231
458,274
459,307
459,346
458,371
458,386
458,394

361,97
351,130
334,184
315,242
283,325
272,404
272,483
251,487
251,487
251,487

335,134
330,162
325,209
318,253
309,286
304,306
301,320
300,330
298,339
298,344

217,194
215,231
211,274
206,306
202,333
198,359
194,384
190,402
189,406
189,394

148,166
142,199
130,242
119,281
107,314
102,342
98,362
95,372
94,376
93,378

121,173
123,210
125,256
122,299
116,340
115,379
112,401
109,409
109,409
115,388

234,146
234,173
227,222
222,271
214,318
210,351
206,369
206,374
206,376
206,376

265,94
270,143
274,204
275,249
276,274
277,291
279,308
281,322
281,327
285,305

340,91
334,146
330,198
322,250
314,283
309,304
306,315
302,323
301,328
298,333

180,186
175,218
174,266
170,309
157,350
142,392
133,427
129,447
126,455
126,457

210,178
218,225
218,269
214,317
212,359
210,394
210,420
209,430
209,425
212,406

334,142
336,165
337,193
337,238
335,285
335,340
334,394
331,422
330,430
330,430

127,129
123,162
118,234
114,290
107,342
104,364
102,374
102,376
102,377
102,377

235,138
234,166
235,210
235,268
238,318
242,350
244,367
244,378
244,387
244,390

330,153
328,185
324,235
319,286
314,325
308,366
305,394
302,419
302,434
302,431

362,111
362,134
358,164
344,213
337,252
332,279
328,302
321,330
311,362
303,386
