387,251
387,250

198,191
214,191
234,191
264,188
295,186
326,184
350,183
364,184
369,184
370,184

154,166
172,164
197,164
235,163
275,161
316,161
345,164
369,168
382,170
386,171

144,240
158,238
186,233
230,227
281,222
326,211
366,208
386,208
395,208
396,210

107,312
135,310
182,305
233,301
282,295
312,294
336,291
348,290
350,290
350,290

163,342
171,345
183,346
206,343
252,338
296,339
340,345
374,343
402,340
415,337

119,417
132,422
152,425
193,420
247,412
295,402
334,394
357,391
368,389
373,389

116,468
134,469
164,464
214,454
259,443
286,438
301,435
305,435
301,436
301,436

71,460
90,458
110,455
136,454
162,451
186,450
202,450
210,449
210,448
210,448

118,466
134,462
149,457
164,453
182,450
200,447
220,442
237,438
250,435
257,434

158,459
162,462
170,462
182,461
198,459
218,458
244,456
268,452
290,447
305,443

204,462
210,464
221,465
238,465
258,460
279,456
298,452
314,449
328,446
338,445

201,415
206,418
218,422
241,428
266,434
291,438
317,442
337,444
350,444
356,444

238,424
241,427
250,429
265,430
284,428
310,425
337,425
362,425
383,422
398,422

225,425
237,425
262,422
302,415
350,408
389,402
421,399
436,396
439,396
440,396

232,445
247,445
266,442
294,438
326,434
358,429
388,424
414,419
435,415
442,412

242,396
257,392
290,386
329,379
366,368
389,364
405,360
414,359
414,359
408,360

218,354
237,356
263,355
306,351
340,350
360,350
368,350
371,352
373,353
374,353

70,342
82,344
98,345
124,344
150,343
174,340
192,338
198,338
200,338
198,341

20,382
27,386
56,395
105,399
158,402
197,403
222,405
234,405
238,405
238,402

106,324
121,323
138,322
162,318
184,314
211,309
233,303
241,300
242,299
242,299

132,273
149,273
165,270
182,267
199,263
218,261
240,258
254,255
261,253
262,253

172,306
175,310
180,312
194,313
224,311
262,306
310,295
358,285
389,280
412,277

190,305
204,309
225,310
262,308
300,303
350,295
382,289
407,285
421,281
425,279

182,247
193,246
213,246
238,246
287,242
331,236
370,230
387,228
392,227
392,227

134,221
162,218
208,214
237,210
260,205
274,202
280,200
281,200
281,200
281,200

37,210
42,207
52,205
67,201
93,198
118,192
138,190
154,190
162,189
166,188

85,218
94,220
113,220
140,220
167,220
196,220
222,218
239,214
252,210
255,209

222,184
232,184
249,183
269,182
290,180
311,178
329,177
342,176
351,174
357,173

236,215
269,210
297,209
330,205
361,204
386,202
402,201
411,201
414,200
414,200

172,189
198,189
224,185
251,182
280,177
307,175
326,174
338,174
342,174
344,174

296,177
307,177
319,177
336,177
355,177
373,174
389,171
403,170
410,167
414,166

184,119
190,119
204,120
234,121
271,118
302,117
334,112
361,111
381,111
394,111

182,104
198,106
227,106
272,102
322,101
371,95
411,91
433,88
446,86
454,85

52,58
69,54
88,47
114,40
135,36
145,34
147,34
147,34
147,34
147,34

85,62
106,62
134,62
161,62
187,58
211,56
231,56
245,57
250,57
250,57

278,49
297,50
323,47
356,42
387,38
404,34
414,31
416,31
415,32
415,32

166,87
177,90
214,94
274,94
343,89
397,84
425,82
438,82
436,82
431,82

166,151
210,154
274,146
335,137
379,130
416,122
434,122
437,122
437,122
437,122

210,188
226,192
252,193
284,190
331,180
380,174
403,170
416,167
415,167
404,170

175,250
208,256
255,259
306,255
358,250
394,244
408,240
410,240
403,242
403,242

105,309
126,310
164,311
214,312
250,312
280,312
300,312
308,312
310,311
310,311

90,346
102,355
123,359
153,358
194,354
242,347
290,340
318,334
331,332
334,332

88,397
89,400
94,403
107,407
134,407
169,404
224,396
286,390
335,382
374,375

118,304
130,302
144,301
166,300
191,296
218,296
242,296
258,296
266,297
267,297

100,255
119,254
146,250
182,242
214,234
242,228
263,225
277,222
283,221
286,221

98,191
118,192
143,189
172,184
201,181
221,179
236,179
242,179
243,179
243,179

35,255
39,257
50,258
72,258
103,258
137,253
180,247
218,242
243,237
262,234

101,310
111,313
126,316
147,316
173,311
202,307
230,303
258,303
282,302
302,302

112,360
126,361
155,362
202,353
244,346
270,342
288,338
305,335
321,335
333,334

174,406
185,406
198,405
214,401
231,397
249,393
270,390
293,385
307,381
318,377

158,414
164,417
181,418
207,418
234,414
265,410
305,406
330,406
354,406
369,406

253,344
262,343
275,342
295,340
322,337
350,332
374,328
392,326
405,324
412,322

316,270
334,270
352,269
369,264
386,259
403,255
420,252
432,250
442,246
445,243

312,184
332,184
350,182
376,177
397,172
412,170
418,170
421,170
421,168
421,168

334,74
353,73
375,71
395,68
408,64
421,61
436,58
449,55
459,52
462,50

339,18
347,17
362,17
380,19
396,22
408,22
416,24
422,25
431,26
441,26

322,90
334,87
358,87
390,85
416,81
439,76
458,75
469,74
471,74
473,74

280,162
295,162
310,159
326,155
343,151
368,147
390,147
405,147
411,147
413,147

162,217
179,213
204,211
233,206
257,202
293,198
320,196
342,196
356,196
359,197

166,279
190,278
222,275
255,277
289,277
313,274
328,273
333,273
327,274
327,274

128,316
134,315
154,315
182,315
214,317
254,316
298,310
340,304
365,299
374,298

178,371
200,376
222,375
248,371
278,368
309,363
330,358
341,354
347,352
347,352

163,415
178,416
204,414
233,410
273,405
302,400
330,397
352,395
366,394
370,394

189,447
190,449
193,450
202,452
223,455
253,456
282,454
317,450
350,445
371,441

221,378
238,378
266,380
302,379
339,373
366,369
389,365
400,364
402,363
402,363

234,294
245,293
265,293
296,294
324,292
350,290
366,286
375,284
377,284
377,283

214,212
235,214
262,214
294,213
330,214
357,212
374,209
379,209
379,209
379,209

248,161
266,157
290,151
333,144
368,139
394,131
413,126
422,124
422,123
422,123

225,85
239,82
261,82
287,82
320,82
346,79
369,78
382,78
392,76
394,76

234,52
277,55
337,55
384,57
418,53
442,53
456,53
461,54
463,54
463,54

