395,118
372,122
327,128
269,125
222,124
181,124
154,124
143,122
142,122
142,122

339,102
314,106
288,111
250,112
205,112
169,112
151,112
146,112
145,112
145,112

303,74
279,77
231,78
184,79
140,81
106,81
90,81
86,81
86,81
86,81

377,130
354,130
311,130
266,130
218,138
166,144
138,144
122,143
118,143
118,143

341,347
330,350
315,353
299,355
286,357
270,359
255,358
239,356
224,356
214,356

359,258
343,259
326,261
304,261
276,262
249,262
225,264
199,265
175,270
161,272

450,149
434,153
410,159
378,166
337,179
307,187
290,190
281,191
275,191
270,191

421,86
402,86
375,85
349,84
320,84
297,86
283,88
274,91
270,92
269,93

385,165
379,165
364,166
340,170
302,172
263,172
231,170
207,168
192,167
182,167

486,61
474,59
457,54
436,53
409,53
378,55
352,58
328,63
309,67
296,68

399,160
383,162
361,163
335,163
309,166
281,170
259,170
245,166
241,162
238,160

384,227
376,230
358,238
334,248
302,261
273,274
240,281
224,283
209,283
203,283

384,150
371,147
352,146
326,147
299,152
276,156
257,160
234,167
214,171
203,175

358,203
341,203
316,203
288,203
262,202
233,196
211,192
198,189
192,186
191,185

426,272
417,276
403,280
378,287
347,296
304,307
278,312
256,318
230,324
204,324

458,117
441,115
411,117
365,122
324,128
295,132
278,137
263,141
258,142
255,144

408,230
397,234
378,242
344,250
313,255
285,259
260,264
244,262
231,258
217,254

404,101
402,101
394,100
382,100
365,99
343,99
325,99
307,102
286,106
260,111

351,204
342,208
328,212
310,215
285,215
261,214
234,210
206,207
181,202
162,198

374,249
362,254
344,258
319,261
288,267
253,270
230,270
216,270
206,270
202,267

346,340
342,343
334,350
322,358
310,366
293,378
274,388
249,394
224,395
195,392

330,382
323,386
306,390
278,396
254,405
230,414
202,422
175,426
153,429
136,426

385,79
377,75
364,71
341,67
314,65
289,65
259,67
227,67
205,67
190,70

234,56
218,52
204,49
188,47
172,47
150,46
126,42
107,38
87,38
70,38

229,152
218,158
204,165
186,169
165,172
137,177
110,178
83,176
66,171
56,166

223,226
206,233
180,245
149,260
125,266
106,270
88,270
75,268
71,265
69,262
